regione,migranti_hot_spot,migranti_centri_accoglienza,migranti_siproimi_sai,totale_accoglienza,data_riferimento,filename,formato
Calabria,0,1693,2293,3986,2020-11-30,cruscotto_statistico_giornaliero_30_novembre_2020.pdf,post-2019
Liguria,0,2506,668,3174,2020-11-30,cruscotto_statistico_giornaliero_30_novembre_2020.pdf,post-2019
Lazio,0,5325,2098,7423,2020-11-30,cruscotto_statistico_giornaliero_30_novembre_2020.pdf,post-2019
Friuli-Venezia Giulia,0,2478,310,2788,2020-11-30,cruscotto_statistico_giornaliero_30_novembre_2020.pdf,post-2019
Marche,0,1322,987,2309,2020-11-30,cruscotto_statistico_giornaliero_30_novembre_2020.pdf,post-2019
Abruzzo,0,1119,505,1624,2020-11-30,cruscotto_statistico_giornaliero_30_novembre_2020.pdf,post-2019
Trentino-Alto Adige,0,1161,342,1503,2020-11-30,cruscotto_statistico_giornaliero_30_novembre_2020.pdf,post-2019
Basilicata,0,857,572,1429,2020-11-30,cruscotto_statistico_giornaliero_30_novembre_2020.pdf,post-2019
Umbria,0,970,325,1295,2020-11-30,cruscotto_statistico_giornaliero_30_novembre_2020.pdf,post-2019
Sardegna,0,930,197,1127,2020-11-30,cruscotto_statistico_giornaliero_30_novembre_2020.pdf,post-2019
Molise,0,274,753,1027,2020-11-30,cruscotto_statistico_giornaliero_30_novembre_2020.pdf,post-2019
Emilia-Romagna,0,6357,2241,8598,2020-11-30,cruscotto_statistico_giornaliero_30_novembre_2020.pdf,post-2019
Valle D'Aosta,0,64,16,80,2020-11-30,cruscotto_statistico_giornaliero_30_novembre_2020.pdf,post-2019
Lazio,0,5358,2133,7491,2020-12-31,cruscotto_statistico_giornaliero_31_dicembre_2020_0.pdf,post-2019
Emilia-Romagna,0,6169,2223,8392,2020-12-31,cruscotto_statistico_giornaliero_31_dicembre_2020_0.pdf,post-2019
Veneto,0,4016,600,4616,2020-12-31,cruscotto_statistico_giornaliero_31_dicembre_2020_0.pdf,post-2019
Puglia,0,1466,2795,4261,2020-12-31,cruscotto_statistico_giornaliero_31_dicembre_2020_0.pdf,post-2019
Calabria,0,1697,2184,3881,2020-12-31,cruscotto_statistico_giornaliero_31_dicembre_2020_0.pdf,post-2019
Liguria,0,2477,832,3309,2020-12-31,cruscotto_statistico_giornaliero_31_dicembre_2020_0.pdf,post-2019
Friuli-Venezia Giulia,0,2491,310,2801,2020-12-31,cruscotto_statistico_giornaliero_31_dicembre_2020_0.pdf,post-2019
Marche,0,1230,930,2160,2020-12-31,cruscotto_statistico_giornaliero_31_dicembre_2020_0.pdf,post-2019
Abruzzo,0,1063,529,1592,2020-12-31,cruscotto_statistico_giornaliero_31_dicembre_2020_0.pdf,post-2019
Trentino-Alto Adige,0,1146,297,1443,2020-12-31,cruscotto_statistico_giornaliero_31_dicembre_2020_0.pdf,post-2019
Basilicata,0,833,550,1383,2020-12-31,cruscotto_statistico_giornaliero_31_dicembre_2020_0.pdf,post-2019
Umbria,0,954,335,1289,2020-12-31,cruscotto_statistico_giornaliero_31_dicembre_2020_0.pdf,post-2019
Sardegna,0,874,226,1100,2020-12-31,cruscotto_statistico_giornaliero_31_dicembre_2020_0.pdf,post-2019
Molise,0,232,759,991,2020-12-31,cruscotto_statistico_giornaliero_31_dicembre_2020_0.pdf,post-2019
Valle D'Aosta,0,56,23,79,2020-12-31,cruscotto_statistico_giornaliero_31_dicembre_2020_0.pdf,post-2019
Lombardia,0,8428,2066,10494,2020-12-31,cruscotto_statistico_giornaliero_31_dicembre_2020_0.pdf,post-2019
Sicilia,21,2610,3849,6480,2020-12-31,cruscotto_statistico_giornaliero_31_dicembre_2020_0.pdf,post-2019
Piemonte,0,5501,1774,7275,2020-12-31,cruscotto_statistico_giornaliero_31_dicembre_2020_0.pdf,post-2019
Toscana,0,3840,1246,5086,2020-12-31,cruscotto_statistico_giornaliero_31_dicembre_2020_0.pdf,post-2019
Campania,0,3902,1913,5815,2020-12-31,cruscotto_statistico_giornaliero_31_dicembre_2020_0.pdf,post-2019
Emilia-Romagna,0,6006,2240,8246,2021-01-31,cruscotto_statistico_giornaliero_31-01-2021.pdf,post-2019
Valle D'Aosta,0,60,23,83,2021-01-31,cruscotto_statistico_giornaliero_31-01-2021.pdf,post-2019
Lombardia,0,8291,2115,10406,2021-01-31,cruscotto_statistico_giornaliero_31-01-2021.pdf,post-2019
Molise,0,201,746,947,2021-01-31,cruscotto_statistico_giornaliero_31-01-2021.pdf,post-2019
Sardegna,0,791,219,1010,2021-01-31,cruscotto_statistico_giornaliero_31-01-2021.pdf,post-2019
Umbria,0,933,336,1269,2021-01-31,cruscotto_statistico_giornaliero_31-01-2021.pdf,post-2019
Basilicata,0,825,542,1367,2021-01-31,cruscotto_statistico_giornaliero_31-01-2021.pdf,post-2019
Trentino-Alto Adige,0,1116,255,1371,2021-01-31,cruscotto_statistico_giornaliero_31-01-2021.pdf,post-2019
Abruzzo,0,1000,532,1532,2021-01-31,cruscotto_statistico_giornaliero_31-01-2021.pdf,post-2019
Marche,0,1191,874,2065,2021-01-31,cruscotto_statistico_giornaliero_31-01-2021.pdf,post-2019
Friuli-Venezia Giulia,0,2459,304,2763,2021-01-31,cruscotto_statistico_giornaliero_31-01-2021.pdf,post-2019
Liguria,0,2449,811,3260,2021-01-31,cruscotto_statistico_giornaliero_31-01-2021.pdf,post-2019
Calabria,0,1543,2196,3739,2021-01-31,cruscotto_statistico_giornaliero_31-01-2021.pdf,post-2019
Puglia,0,1376,2764,4140,2021-01-31,cruscotto_statistico_giornaliero_31-01-2021.pdf,post-2019
Veneto,0,3926,605,4531,2021-01-31,cruscotto_statistico_giornaliero_31-01-2021.pdf,post-2019
Toscana,0,3725,1279,5004,2021-01-31,cruscotto_statistico_giornaliero_31-01-2021.pdf,post-2019
Campania,0,3839,1975,5814,2021-01-31,cruscotto_statistico_giornaliero_31-01-2021.pdf,post-2019
Sicilia,180,2450,3763,6393,2021-01-31,cruscotto_statistico_giornaliero_31-01-2021.pdf,post-2019
Lazio,0,5235,2012,7247,2021-01-31,cruscotto_statistico_giornaliero_31-01-2021.pdf,post-2019
Piemonte,0,5417,1808,7225,2021-01-31,cruscotto_statistico_giornaliero_31-01-2021.pdf,post-2019
Valle D'Aosta,0,59,24,83,2021-02-28,cruscotto_statistico_giornaliero_28-02-2021.pdf,post-2019
Lombardia,0,8090,2081,10171,2021-02-28,cruscotto_statistico_giornaliero_28-02-2021.pdf,post-2019
Umbria,0,920,358,1278,2021-02-28,cruscotto_statistico_giornaliero_28-02-2021.pdf,post-2019
Sardegna,0,816,220,1036,2021-02-28,cruscotto_statistico_giornaliero_28-02-2021.pdf,post-2019
Basilicata,0,766,562,1328,2021-02-28,cruscotto_statistico_giornaliero_28-02-2021.pdf,post-2019
Abruzzo,0,943,531,1474,2021-02-28,cruscotto_statistico_giornaliero_28-02-2021.pdf,post-2019
Marche,0,1164,868,2032,2021-02-28,cruscotto_statistico_giornaliero_28-02-2021.pdf,post-2019
Friuli-Venezia Giulia,0,2337,306,2643,2021-02-28,cruscotto_statistico_giornaliero_28-02-2021.pdf,post-2019
Liguria,0,2436,820,3256,2021-02-28,cruscotto_statistico_giornaliero_28-02-2021.pdf,post-2019
Molise,0,169,747,916,2021-02-28,cruscotto_statistico_giornaliero_28-02-2021.pdf,post-2019
Calabria,0,1621,2237,3858,2021-02-28,cruscotto_statistico_giornaliero_28-02-2021.pdf,post-2019
Veneto,0,3875,605,4480,2021-02-28,cruscotto_statistico_giornaliero_28-02-2021.pdf,post-2019
Trentino-Alto Adige,0,1128,187,1315,2021-02-28,cruscotto_statistico_giornaliero_28-02-2021.pdf,post-2019
Campania,0,3693,1976,5669,2021-02-28,cruscotto_statistico_giornaliero_28-02-2021.pdf,post-2019
Sicilia,321,2657,3681,6659,2021-02-28,cruscotto_statistico_giornaliero_28-02-2021.pdf,post-2019
Piemonte,0,5362,1823,7185,2021-02-28,cruscotto_statistico_giornaliero_28-02-2021.pdf,post-2019
Lazio,0,5204,1989,7193,2021-02-28,cruscotto_statistico_giornaliero_28-02-2021.pdf,post-2019
Emilia-Romagna,0,5883,2229,8112,2021-02-28,cruscotto_statistico_giornaliero_28-02-2021.pdf,post-2019
Puglia,0,1523,2767,4290,2021-02-28,cruscotto_statistico_giornaliero_28-02-2021.pdf,post-2019
Toscana,0,3617,1300,4917,2021-02-28,cruscotto_statistico_giornaliero_28-02-2021.pdf,post-2019
Calabria,0,1699,2323,4022,2021-03-31,cruscotto_statistico_giornaliero_31-03-2021.pdf,post-2019
Puglia,0,1583,2714,4297,2021-03-31,cruscotto_statistico_giornaliero_31-03-2021.pdf,post-2019
Valle D'Aosta,0,59,24,83,2021-03-31,cruscotto_statistico_giornaliero_31-03-2021.pdf,post-2019
Molise,0,154,749,903,2021-03-31,cruscotto_statistico_giornaliero_31-03-2021.pdf,post-2019
Sardegna,0,727,213,940,2021-03-31,cruscotto_statistico_giornaliero_31-03-2021.pdf,post-2019
Trentino-Alto Adige,0,1059,188,1247,2021-03-31,cruscotto_statistico_giornaliero_31-03-2021.pdf,post-2019
Umbria,0,961,348,1309,2021-03-31,cruscotto_statistico_giornaliero_31-03-2021.pdf,post-2019
Basilicata,0,768,559,1327,2021-03-31,cruscotto_statistico_giornaliero_31-03-2021.pdf,post-2019
Abruzzo,0,972,530,1502,2021-03-31,cruscotto_statistico_giornaliero_31-03-2021.pdf,post-2019
Marche,0,1165,818,1983,2021-03-31,cruscotto_statistico_giornaliero_31-03-2021.pdf,post-2019
Friuli-Venezia Giulia,0,2478,300,2778,2021-03-31,cruscotto_statistico_giornaliero_31-03-2021.pdf,post-2019
Liguria,0,2376,829,3205,2021-03-31,cruscotto_statistico_giornaliero_31-03-2021.pdf,post-2019
Emilia-Romagna,0,5872,2228,8100,2021-03-31,cruscotto_statistico_giornaliero_31-03-2021.pdf,post-2019
Veneto,0,3766,621,4387,2021-03-31,cruscotto_statistico_giornaliero_31-03-2021.pdf,post-2019
Toscana,0,3542,1344,4886,2021-03-31,cruscotto_statistico_giornaliero_31-03-2021.pdf,post-2019
Campania,0,3509,1934,5443,2021-03-31,cruscotto_statistico_giornaliero_31-03-2021.pdf,post-2019
Sicilia,372,2569,3806,6747,2021-03-31,cruscotto_statistico_giornaliero_31-03-2021.pdf,post-2019
Piemonte,0,5054,1826,6880,2021-03-31,cruscotto_statistico_giornaliero_31-03-2021.pdf,post-2019
Lombardia,0,7971,2065,10036,2021-03-31,cruscotto_statistico_giornaliero_31-03-2021.pdf,post-2019
Lazio,0,5098,1901,6999,2021-03-31,cruscotto_statistico_giornaliero_31-03-2021.pdf,post-2019
Sardegna,0,667,213,880,2021-04-30,cruscotto_statistico_giornaliero_30-04-2021.pdf,post-2019
Basilicata,0,745,554,1299,2021-04-30,cruscotto_statistico_giornaliero_30-04-2021.pdf,post-2019
Abruzzo,0,945,536,1481,2021-04-30,cruscotto_statistico_giornaliero_30-04-2021.pdf,post-2019
Marche,0,1130,815,1945,2021-04-30,cruscotto_statistico_giornaliero_30-04-2021.pdf,post-2019
Friuli-Venezia Giulia,0,2418,300,2718,2021-04-30,cruscotto_statistico_giornaliero_30-04-2021.pdf,post-2019
Liguria,0,2365,820,3185,2021-04-30,cruscotto_statistico_giornaliero_30-04-2021.pdf,post-2019
Calabria,0,1600,2411,4011,2021-04-30,cruscotto_statistico_giornaliero_30-04-2021.pdf,post-2019
Veneto,0,3672,584,4256,2021-04-30,cruscotto_statistico_giornaliero_30-04-2021.pdf,post-2019
Puglia,0,1644,2635,4279,2021-04-30,cruscotto_statistico_giornaliero_30-04-2021.pdf,post-2019
Umbria,0,870,335,1205,2021-04-30,cruscotto_statistico_giornaliero_30-04-2021.pdf,post-2019
Toscana,0,3415,1367,4782,2021-04-30,cruscotto_statistico_giornaliero_30-04-2021.pdf,post-2019
Valle D'Aosta,0,38,20,58,2021-04-30,cruscotto_statistico_giornaliero_30-04-2021.pdf,post-2019
Campania,0,3423,2050,5473,2021-04-30,cruscotto_statistico_giornaliero_30-04-2021.pdf,post-2019
Sicilia,121,2187,3826,6134,2021-04-30,cruscotto_statistico_giornaliero_30-04-2021.pdf,post-2019
Piemonte,0,4964,1868,6832,2021-04-30,cruscotto_statistico_giornaliero_30-04-2021.pdf,post-2019
Lazio,0,5114,1864,6978,2021-04-30,cruscotto_statistico_giornaliero_30-04-2021.pdf,post-2019
Emilia-Romagna,0,5747,2198,7945,2021-04-30,cruscotto_statistico_giornaliero_30-04-2021.pdf,post-2019
Lombardia,0,7798,2100,9898,2021-04-30,cruscotto_statistico_giornaliero_30-04-2021.pdf,post-2019
Trentino-Alto Adige,0,1024,187,1211,2021-04-30,cruscotto_statistico_giornaliero_30-04-2021.pdf,post-2019
Molise,0,138,724,862,2021-04-30,cruscotto_statistico_giornaliero_30-04-2021.pdf,post-2019
Emilia-Romagna,0,5642,2192,7834,2021-05-31,cruscotto_statistico_giornaliero_31-05-2021.pdf,post-2019
Lazio,0,5092,1892,6984,2021-05-31,cruscotto_statistico_giornaliero_31-05-2021.pdf,post-2019
Valle D'Aosta,0,43,22,65,2021-05-31,cruscotto_statistico_giornaliero_31-05-2021.pdf,post-2019
Sardegna,0,632,203,835,2021-05-31,cruscotto_statistico_giornaliero_31-05-2021.pdf,post-2019
Molise,0,198,729,927,2021-05-31,cruscotto_statistico_giornaliero_31-05-2021.pdf,post-2019
Trentino-Alto Adige,0,998,187,1185,2021-05-31,cruscotto_statistico_giornaliero_31-05-2021.pdf,post-2019
Umbria,0,854,351,1205,2021-05-31,cruscotto_statistico_giornaliero_31-05-2021.pdf,post-2019
Basilicata,0,731,563,1294,2021-05-31,cruscotto_statistico_giornaliero_31-05-2021.pdf,post-2019
Abruzzo,0,879,556,1435,2021-05-31,cruscotto_statistico_giornaliero_31-05-2021.pdf,post-2019
Friuli-Venezia Giulia,0,2459,303,2762,2021-05-31,cruscotto_statistico_giornaliero_31-05-2021.pdf,post-2019
Veneto,0,3612,585,4197,2021-05-31,cruscotto_statistico_giornaliero_31-05-2021.pdf,post-2019
Calabria,0,1890,2364,4254,2021-05-31,cruscotto_statistico_giornaliero_31-05-2021.pdf,post-2019
Puglia,285,1693,2726,4704,2021-05-31,cruscotto_statistico_giornaliero_31-05-2021.pdf,post-2019
Toscana,0,3354,1374,4728,2021-05-31,cruscotto_statistico_giornaliero_31-05-2021.pdf,post-2019
Campania,0,3299,2042,5341,2021-05-31,cruscotto_statistico_giornaliero_31-05-2021.pdf,post-2019
Sicilia,132,2543,3769,6444,2021-05-31,cruscotto_statistico_giornaliero_31-05-2021.pdf,post-2019
Piemonte,0,4930,1914,6844,2021-05-31,cruscotto_statistico_giornaliero_31-05-2021.pdf,post-2019
Lombardia,0,7694,2127,9821,2021-05-31,cruscotto_statistico_giornaliero_31-05-2021.pdf,post-2019
Marche,0,1162,848,2010,2021-05-31,cruscotto_statistico_giornaliero_31-05-2021.pdf,post-2019
Liguria,0,2350,842,3192,2021-05-31,cruscotto_statistico_giornaliero_31-05-2021.pdf,post-2019
Sardegna,0,626,205,831,2021-06-30,cruscotto_statistico_giornaliero_30-06-2021.pdf,post-2019
Trentino-Alto Adige,0,969,187,1156,2021-06-30,cruscotto_statistico_giornaliero_30-06-2021.pdf,post-2019
Umbria,0,892,347,1239,2021-06-30,cruscotto_statistico_giornaliero_30-06-2021.pdf,post-2019
Basilicata,0,771,565,1336,2021-06-30,cruscotto_statistico_giornaliero_30-06-2021.pdf,post-2019
Abruzzo,0,902,543,1445,2021-06-30,cruscotto_statistico_giornaliero_30-06-2021.pdf,post-2019
Marche,0,1180,830,2010,2021-06-30,cruscotto_statistico_giornaliero_30-06-2021.pdf,post-2019
Friuli-Venezia Giulia,0,2533,304,2837,2021-06-30,cruscotto_statistico_giornaliero_30-06-2021.pdf,post-2019
Liguria,0,2355,833,3188,2021-06-30,cruscotto_statistico_giornaliero_30-06-2021.pdf,post-2019
Calabria,0,1331,2564,3895,2021-06-30,cruscotto_statistico_giornaliero_30-06-2021.pdf,post-2019
Molise,0,270,770,1040,2021-06-30,cruscotto_statistico_giornaliero_30-06-2021.pdf,post-2019
Veneto,0,3578,594,4172,2021-06-30,cruscotto_statistico_giornaliero_30-06-2021.pdf,post-2019
Puglia,271,1783,2674,4728,2021-06-30,cruscotto_statistico_giornaliero_30-06-2021.pdf,post-2019
Campania,0,3271,2132,5403,2021-06-30,cruscotto_statistico_giornaliero_30-06-2021.pdf,post-2019
Piemonte,0,4881,1863,6744,2021-06-30,cruscotto_statistico_giornaliero_30-06-2021.pdf,post-2019
Lazio,0,5005,1893,6898,2021-06-30,cruscotto_statistico_giornaliero_30-06-2021.pdf,post-2019
Sicilia,712,2475,3768,6955,2021-06-30,cruscotto_statistico_giornaliero_30-06-2021.pdf,post-2019
Emilia-Romagna,0,5657,2193,7850,2021-06-30,cruscotto_statistico_giornaliero_30-06-2021.pdf,post-2019
Lombardia,0,7554,2131,9685,2021-06-30,cruscotto_statistico_giornaliero_30-06-2021.pdf,post-2019
Toscana,0,3338,1338,4676,2021-06-30,cruscotto_statistico_giornaliero_30-06-2021.pdf,post-2019
Valle D'Aosta,0,42,22,64,2021-06-30,cruscotto_statistico_giornaliero_30-06-2021.pdf,post-2019
Basilicata,0,802,553,1355,2021-07-31,cruscotto_statistico_giornaliero_31-07-2021.pdf,post-2019
Umbria,0,917,329,1246,2021-07-31,cruscotto_statistico_giornaliero_31-07-2021.pdf,post-2019
Marche,0,1314,807,2121,2021-07-31,cruscotto_statistico_giornaliero_31-07-2021.pdf,post-2019
Valle D'Aosta,0,44,18,62,2021-07-31,cruscotto_statistico_giornaliero_31-07-2021.pdf,post-2019
Liguria,0,2398,836,3234,2021-07-31,cruscotto_statistico_giornaliero_31-07-2021.pdf,post-2019
Calabria,0,1325,2540,3865,2021-07-31,cruscotto_statistico_giornaliero_31-07-2021.pdf,post-2019
Veneto,0,3610,578,4188,2021-07-31,cruscotto_statistico_giornaliero_31-07-2021.pdf,post-2019
Puglia,36,1630,2672,4338,2021-07-31,cruscotto_statistico_giornaliero_31-07-2021.pdf,post-2019
Abruzzo,0,1011,520,1531,2021-07-31,cruscotto_statistico_giornaliero_31-07-2021.pdf,post-2019
Friuli-Venezia Giulia,0,2530,303,2833,2021-07-31,cruscotto_statistico_giornaliero_31-07-2021.pdf,post-2019
Toscana,0,3383,1346,4729,2021-07-31,cruscotto_statistico_giornaliero_31-07-2021.pdf,post-2019
Campania,0,3298,2095,5393,2021-07-31,cruscotto_statistico_giornaliero_31-07-2021.pdf,post-2019
Piemonte,0,4982,1810,6792,2021-07-31,cruscotto_statistico_giornaliero_31-07-2021.pdf,post-2019
Lazio,0,4986,1869,6855,2021-07-31,cruscotto_statistico_giornaliero_31-07-2021.pdf,post-2019
Sicilia,1201,2644,3712,7557,2021-07-31,cruscotto_statistico_giornaliero_31-07-2021.pdf,post-2019
Emilia-Romagna,0,5723,2194,7917,2021-07-31,cruscotto_statistico_giornaliero_31-07-2021.pdf,post-2019
Lombardia,0,7425,2123,9548,2021-07-31,cruscotto_statistico_giornaliero_31-07-2021.pdf,post-2019
Trentino-Alto Adige,0,960,185,1145,2021-07-31,cruscotto_statistico_giornaliero_31-07-2021.pdf,post-2019
Sardegna,0,568,181,749,2021-07-31,cruscotto_statistico_giornaliero_31-07-2021.pdf,post-2019
Molise,0,279,751,1030,2021-07-31,cruscotto_statistico_giornaliero_31-07-2021.pdf,post-2019
Emilia-Romagna,0,5738,2192,7930,2021-08-31,cruscotto_statistico_giornaliero_31-08-2021.pdf,post-2019
Sicilia,688,2645,3649,6982,2021-08-31,cruscotto_statistico_giornaliero_31-08-2021.pdf,post-2019
Lombardia,0,7495,2082,9577,2021-08-31,cruscotto_statistico_giornaliero_31-08-2021.pdf,post-2019
Lazio,0,4917,1915,6832,2021-08-31,cruscotto_statistico_giornaliero_31-08-2021.pdf,post-2019
Piemonte,0,5219,1729,6948,2021-08-31,cruscotto_statistico_giornaliero_31-08-2021.pdf,post-2019
Veneto,0,3705,577,4282,2021-08-31,cruscotto_statistico_giornaliero_31-08-2021.pdf,post-2019
Toscana,0,3439,1377,4816,2021-08-31,cruscotto_statistico_giornaliero_31-08-2021.pdf,post-2019
Calabria,0,1966,2532,4498,2021-08-31,cruscotto_statistico_giornaliero_31-08-2021.pdf,post-2019
Puglia,0,1830,2662,4492,2021-08-31,cruscotto_statistico_giornaliero_31-08-2021.pdf,post-2019
Liguria,0,2334,810,3144,2021-08-31,cruscotto_statistico_giornaliero_31-08-2021.pdf,post-2019
Friuli-Venezia Giulia,0,2648,302,2950,2021-08-31,cruscotto_statistico_giornaliero_31-08-2021.pdf,post-2019
Campania,0,3343,2008,5351,2021-08-31,cruscotto_statistico_giornaliero_31-08-2021.pdf,post-2019
Marche,0,1344,819,2163,2021-08-31,cruscotto_statistico_giornaliero_31-08-2021.pdf,post-2019
Basilicata,0,876,557,1433,2021-08-31,cruscotto_statistico_giornaliero_31-08-2021.pdf,post-2019
Umbria,0,979,333,1312,2021-08-31,cruscotto_statistico_giornaliero_31-08-2021.pdf,post-2019
Trentino-Alto Adige,0,934,186,1120,2021-08-31,cruscotto_statistico_giornaliero_31-08-2021.pdf,post-2019
Molise,0,327,757,1084,2021-08-31,cruscotto_statistico_giornaliero_31-08-2021.pdf,post-2019
Sardegna,0,598,189,787,2021-08-31,cruscotto_statistico_giornaliero_31-08-2021.pdf,post-2019
Valle D'Aosta,0,42,22,64,2021-08-31,cruscotto_statistico_giornaliero_31-08-2021.pdf,post-2019
Abruzzo,0,1019,515,1534,2021-08-31,cruscotto_statistico_giornaliero_31-08-2021.pdf,post-2019
Liguria,0,2394,832,3226,2021-09-30,cruscotto_statistico_giornaliero_30_settembre_2021.pdf,post-2019
Friuli-Venezia Giulia,0,2713,303,3016,2021-09-30,cruscotto_statistico_giornaliero_30_settembre_2021.pdf,post-2019
Marche,0,1537,908,2445,2021-09-30,cruscotto_statistico_giornaliero_30_settembre_2021.pdf,post-2019
Valle D'Aosta,0,42,20,62,2021-09-30,cruscotto_statistico_giornaliero_30_settembre_2021.pdf,post-2019
Basilicata,0,967,574,1541,2021-09-30,cruscotto_statistico_giornaliero_30_settembre_2021.pdf,post-2019
Umbria,0,1079,332,1411,2021-09-30,cruscotto_statistico_giornaliero_30_settembre_2021.pdf,post-2019
Veneto,0,3729,578,4307,2021-09-30,cruscotto_statistico_giornaliero_30_settembre_2021.pdf,post-2019
Abruzzo,0,1203,527,1730,2021-09-30,cruscotto_statistico_giornaliero_30_settembre_2021.pdf,post-2019
Puglia,0,1688,2662,4350,2021-09-30,cruscotto_statistico_giornaliero_30_settembre_2021.pdf,post-2019
Lombardia,0,7856,2327,10183,2021-09-30,cruscotto_statistico_giornaliero_30_settembre_2021.pdf,post-2019
Toscana,0,3606,1370,4976,2021-09-30,cruscotto_statistico_giornaliero_30_settembre_2021.pdf,post-2019
Campania,0,3407,2076,5483,2021-09-30,cruscotto_statistico_giornaliero_30_settembre_2021.pdf,post-2019
Lazio,0,5052,1912,6964,2021-09-30,cruscotto_statistico_giornaliero_30_settembre_2021.pdf,post-2019
Piemonte,0,5576,1796,7372,2021-09-30,cruscotto_statistico_giornaliero_30_settembre_2021.pdf,post-2019
Sicilia,955,2612,3968,7535,2021-09-30,cruscotto_statistico_giornaliero_30_settembre_2021.pdf,post-2019
Emilia-Romagna,0,5943,2208,8151,2021-09-30,cruscotto_statistico_giornaliero_30_settembre_2021.pdf,post-2019
Molise,0,402,749,1151,2021-09-30,cruscotto_statistico_giornaliero_30_settembre_2021.pdf,post-2019
Sardegna,0,758,192,950,2021-09-30,cruscotto_statistico_giornaliero_30_settembre_2021.pdf,post-2019
Calabria,0,2071,2353,4424,2021-09-30,cruscotto_statistico_giornaliero_30_settembre_2021.pdf,post-2019
Trentino-Alto Adige,0,945,186,1131,2021-09-30,cruscotto_statistico_giornaliero_30_settembre_2021.pdf,post-2019
Friuli-Venezia Giulia,0,2729,297,3026,2021-10-31,cruscotto_statistico_giornaliero_31-10-2021.pdf,post-2019
Lazio,0,4984,1976,6960,2021-10-31,cruscotto_statistico_giornaliero_31-10-2021.pdf,post-2019
Sardegna,0,923,205,1128,2021-10-31,cruscotto_statistico_giornaliero_31-10-2021.pdf,post-2019
Trentino-Alto Adige,0,943,187,1130,2021-10-31,cruscotto_statistico_giornaliero_31-10-2021.pdf,post-2019
Molise,0,404,743,1147,2021-10-31,cruscotto_statistico_giornaliero_31-10-2021.pdf,post-2019
Umbria,0,1167,328,1495,2021-10-31,cruscotto_statistico_giornaliero_31-10-2021.pdf,post-2019
Basilicata,0,940,590,1530,2021-10-31,cruscotto_statistico_giornaliero_31-10-2021.pdf,post-2019
Abruzzo,0,1187,555,1742,2021-10-31,cruscotto_statistico_giornaliero_31-10-2021.pdf,post-2019
Marche,0,1582,924,2506,2021-10-31,cruscotto_statistico_giornaliero_31-10-2021.pdf,post-2019
Liguria,0,2454,847,3301,2021-10-31,cruscotto_statistico_giornaliero_31-10-2021.pdf,post-2019
Veneto,0,3770,576,4346,2021-10-31,cruscotto_statistico_giornaliero_31-10-2021.pdf,post-2019
Calabria,0,2105,2410,4515,2021-10-31,cruscotto_statistico_giornaliero_31-10-2021.pdf,post-2019
Puglia,269,1758,2698,4725,2021-10-31,cruscotto_statistico_giornaliero_31-10-2021.pdf,post-2019
Toscana,0,3618,1387,5005,2021-10-31,cruscotto_statistico_giornaliero_31-10-2021.pdf,post-2019
Emilia-Romagna,0,5797,2220,8017,2021-10-31,cruscotto_statistico_giornaliero_31-10-2021.pdf,post-2019
Piemonte,0,5586,1799,7385,2021-10-31,cruscotto_statistico_giornaliero_31-10-2021.pdf,post-2019
Lombardia,0,8004,2308,10312,2021-10-31,cruscotto_statistico_giornaliero_31-10-2021.pdf,post-2019
Valle D'Aosta,0,44,20,64,2021-10-31,cruscotto_statistico_giornaliero_31-10-2021.pdf,post-2019
Sicilia,188,2474,3995,6657,2021-10-31,cruscotto_statistico_giornaliero_31-10-2021.pdf,post-2019
Campania,0,3424,2071,5495,2021-10-31,cruscotto_statistico_giornaliero_31-10-2021.pdf,post-2019
Valle D'Aosta,0,36,20,56,2021-11-30,cruscotto_statistico_giornaliero_30-11-2021.pdf,post-2019
Emilia-Romagna,0,5652,2274,7926,2021-11-30,cruscotto_statistico_giornaliero_30-11-2021.pdf,post-2019
Piemonte,0,5719,1755,7474,2021-11-30,cruscotto_statistico_giornaliero_30-11-2021.pdf,post-2019
Lazio,0,5003,1901,6904,2021-11-30,cruscotto_statistico_giornaliero_30-11-2021.pdf,post-2019
Sicilia,504,2387,3872,6763,2021-11-30,cruscotto_statistico_giornaliero_30-11-2021.pdf,post-2019
Campania,0,3262,2090,5352,2021-11-30,cruscotto_statistico_giornaliero_30-11-2021.pdf,post-2019
Toscana,0,3690,1374,5064,2021-11-30,cruscotto_statistico_giornaliero_30-11-2021.pdf,post-2019
Puglia,277,1831,2545,4653,2021-11-30,cruscotto_statistico_giornaliero_30-11-2021.pdf,post-2019
Calabria,0,2073,2194,4267,2021-11-30,cruscotto_statistico_giornaliero_30-11-2021.pdf,post-2019
Veneto,0,3701,550,4251,2021-11-30,cruscotto_statistico_giornaliero_30-11-2021.pdf,post-2019
Liguria,0,2408,846,3254,2021-11-30,cruscotto_statistico_giornaliero_30-11-2021.pdf,post-2019
Friuli-Venezia Giulia,0,2797,286,3083,2021-11-30,cruscotto_statistico_giornaliero_30-11-2021.pdf,post-2019
Marche,0,1643,908,2551,2021-11-30,cruscotto_statistico_giornaliero_30-11-2021.pdf,post-2019
Abruzzo,0,1192,557,1749,2021-11-30,cruscotto_statistico_giornaliero_30-11-2021.pdf,post-2019
